Timestamp,J1_rad,J2_rad,J3_rad,J4_rad,J5_rad,J6_rad,Gripper_Pos
2026-05-29 09:43:51.828,2.43927526841929,1.3098816276772887,-1.3798441863533248,2.2340879213313394,-1.2049629702835474,1.5315248515379856,0.0
