Timestamp,J1_rad,J2_rad,J3_rad,J4_rad,J5_rad,J6_rad,X_mm,Y_mm,Z_mm,Rx_deg,Ry_deg,Rz_deg,Gripper_Pos
2026-05-29 09:46:27.729,2.4392752647399902,1.3098819255828857,-1.3798441886901855,2.2340879440307617,-1.204962968826294,1.5315247774124146,-245.4246826171875,373.9734191894531,741.2986450195312,86.46456146240234,66.60635375976562,-88.80931091308594,0.0
